filename,speaker_id,word_id,word_text,augmentation,frames,fps,duration
s1_w14_darken.mp4,s1,w14,त्यांनी,darken,50,25.00,2.000
s1_w15_darken.mp4,s1,w15,रयतेचे,darken,50,25.00,2.000
s1_w16_darken.mp4,s1,w16,राज्य,darken,50,25.00,2.000
s1_w17_darken.mp4,s1,w17,म्हणजेच,darken,50,25.00,2.000
s1_w18_darken.mp4,s1,w18,स्वराज्य,darken,50,25.00,2.000
s1_w19_darken.mp4,s1,w19,स्थापन,darken,50,25.00,2.000
s1_w20_darken.mp4,s1,w20,केले,darken,50,25.00,2.000
s1_w1_lighten.mp4,s1,w1,छत्रपती,lighten,50,25.00,2.000
s1_w2_lighten.mp4,s1,w2,शिवाजी,lighten,50,25.00,2.000
s1_w3_lighten.mp4,s1,w3,महाराज,lighten,50,25.00,2.000
s1_w4_lighten.mp4,s1,w4,हे,lighten,50,25.00,2.000
s1_w5_lighten.mp4,s1,w5,महाराष्ट्राच्या,lighten,50,25.00,2.000
s1_w6_lighten.mp4,s1,w6,मातीमध्ये,lighten,50,25.00,2.000
s1_w7_lighten.mp4,s1,w7,जन्मलेले,lighten,50,25.00,2.000
s1_w8_lighten.mp4,s1,w8,एक,lighten,50,25.00,2.000
s1_w9_lighten.mp4,s1,w9,शूरवीर,lighten,50,25.00,2.000
s1_w10_lighten.mp4,s1,w10,आणि,lighten,50,25.00,2.000
s1_w11_lighten.mp4,s1,w11,महान,lighten,50,25.00,2.000
s1_w12_lighten.mp4,s1,w12,राजे,lighten,50,25.00,2.000
s1_w13_lighten.mp4,s1,w13,होते,lighten,50,25.00,2.000
s1_w14_lighten.mp4,s1,w14,त्यांनी,lighten,50,25.00,2.000
s1_w15_lighten.mp4,s1,w15,रयतेचे,lighten,50,25.00,2.000
s1_w16_lighten.mp4,s1,w16,राज्य,lighten,50,25.00,2.000
s1_w17_lighten.mp4,s1,w17,म्हणजेच,lighten,50,25.00,2.000
s1_w18_lighten.mp4,s1,w18,स्वराज्य,lighten,50,25.00,2.000
s1_w19_lighten.mp4,s1,w19,स्थापन,lighten,50,25.00,2.000
s1_w20_lighten.mp4,s1,w20,केले,lighten,50,25.00,2.000
s2_w1_base.mp4,s2,w1,छत्रपती,base,50,25.00,2.000
s2_w2_base.mp4,s2,w2,शिवाजी,base,50,25.00,2.000
s2_w3_base.mp4,s2,w3,महाराज,base,50,25.00,2.000
s2_w4_base.mp4,s2,w4,हे,base,50,25.00,2.000
s2_w5_base.mp4,s2,w5,महाराष्ट्राच्या,base,50,25.00,2.000
s2_w6_base.mp4,s2,w6,मातीमध्ये,base,50,25.00,2.000
s2_w7_base.mp4,s2,w7,जन्मलेले,base,50,25.00,2.000
s2_w8_base.mp4,s2,w8,एक,base,50,25.00,2.000
s2_w9_base.mp4,s2,w9,शूरवीर,base,50,25.00,2.000
s2_w10_base.mp4,s2,w10,आणि,base,50,25.00,2.000
s2_w11_base.mp4,s2,w11,महान,base,50,25.00,2.000
s2_w12_base.mp4,s2,w12,राजे,base,50,25.00,2.000
s2_w13_base.mp4,s2,w13,होते,base,50,25.00,2.000
s2_w14_base.mp4,s2,w14,त्यांनी,base,50,25.00,2.000
s2_w15_base.mp4,s2,w15,रयतेचे,base,50,25.00,2.000
s2_w16_base.mp4,s2,w16,राज्य,base,50,25.00,2.000
s2_w17_base.mp4,s2,w17,म्हणजेच,base,50,25.00,2.000
s2_w18_base.mp4,s2,w18,स्वराज्य,base,50,25.00,2.000
s2_w19_base.mp4,s2,w19,स्थापन,base,50,25.00,2.000
s2_w20_base.mp4,s2,w20,केले,base,50,25.00,2.000
s2_w1_darken.mp4,s2,w1,छत्रपती,darken,50,25.00,2.000
s2_w2_darken.mp4,s2,w2,शिवाजी,darken,50,25.00,2.000
s2_w3_darken.mp4,s2,w3,महाराज,darken,50,25.00,2.000
s2_w4_darken.mp4,s2,w4,हे,darken,50,25.00,2.000
s2_w5_darken.mp4,s2,w5,महाराष्ट्राच्या,darken,50,25.00,2.000
s2_w6_darken.mp4,s2,w6,मातीमध्ये,darken,50,25.00,2.000
s2_w7_darken.mp4,s2,w7,जन्मलेले,darken,50,25.00,2.000
s2_w8_darken.mp4,s2,w8,एक,darken,50,25.00,2.000
s2_w9_darken.mp4,s2,w9,शूरवीर,darken,50,25.00,2.000
s2_w10_darken.mp4,s2,w10,आणि,darken,50,25.00,2.000
s2_w11_darken.mp4,s2,w11,महान,darken,50,25.00,2.000
s2_w12_darken.mp4,s2,w12,राजे,darken,50,25.00,2.000
s2_w13_darken.mp4,s2,w13,होते,darken,50,25.00,2.000
s2_w14_darken.mp4,s2,w14,त्यांनी,darken,50,25.00,2.000
s2_w15_darken.mp4,s2,w15,रयतेचे,darken,50,25.00,2.000
s2_w16_darken.mp4,s2,w16,राज्य,darken,50,25.00,2.000
s2_w17_darken.mp4,s2,w17,म्हणजेच,darken,50,25.00,2.000
s2_w18_darken.mp4,s2,w18,स्वराज्य,darken,50,25.00,2.000
s2_w19_darken.mp4,s2,w19,स्थापन,darken,50,25.00,2.000
s2_w20_darken.mp4,s2,w20,केले,darken,50,25.00,2.000
s2_w1_lighten.mp4,s2,w1,छत्रपती,lighten,50,25.00,2.000
s2_w2_lighten.mp4,s2,w2,शिवाजी,lighten,50,25.00,2.000
s2_w3_lighten.mp4,s2,w3,महाराज,lighten,50,25.00,2.000
s2_w4_lighten.mp4,s2,w4,हे,lighten,50,25.00,2.000
s2_w5_lighten.mp4,s2,w5,महाराष्ट्राच्या,lighten,50,25.00,2.000
s2_w6_lighten.mp4,s2,w6,मातीमध्ये,lighten,50,25.00,2.000
s2_w7_lighten.mp4,s2,w7,जन्मलेले,lighten,50,25.00,2.000
s2_w8_lighten.mp4,s2,w8,एक,lighten,50,25.00,2.000
s2_w9_lighten.mp4,s2,w9,शूरवीर,lighten,50,25.00,2.000
s2_w10_lighten.mp4,s2,w10,आणि,lighten,50,25.00,2.000
s2_w11_lighten.mp4,s2,w11,महान,lighten,50,25.00,2.000
s2_w12_lighten.mp4,s2,w12,राजे,lighten,50,25.00,2.000
s2_w13_lighten.mp4,s2,w13,होते,lighten,50,25.00,2.000
s2_w14_lighten.mp4,s2,w14,त्यांनी,lighten,50,25.00,2.000
s2_w15_lighten.mp4,s2,w15,रयतेचे,lighten,50,25.00,2.000
s2_w16_lighten.mp4,s2,w16,राज्य,lighten,50,25.00,2.000
s2_w17_lighten.mp4,s2,w17,म्हणजेच,lighten,50,25.00,2.000
s2_w18_lighten.mp4,s2,w18,स्वराज्य,lighten,50,25.00,2.000
s2_w19_lighten.mp4,s2,w19,स्थापन,lighten,50,25.00,2.000
s2_w20_lighten.mp4,s2,w20,केले,lighten,50,25.00,2.000
s3_w1_base.mp4,s3,w1,छत्रपती,base,50,25.00,2.000
s3_w2_base.mp4,s3,w2,शिवाजी,base,50,25.00,2.000
s3_w3_base.mp4,s3,w3,महाराज,base,50,25.00,2.000
s3_w4_base.mp4,s3,w4,हे,base,50,25.00,2.000
s3_w5_base.mp4,s3,w5,महाराष्ट्राच्या,base,50,25.00,2.000
s3_w6_base.mp4,s3,w6,मातीमध्ये,base,50,25.00,2.000
s3_w7_base.mp4,s3,w7,जन्मलेले,base,50,25.00,2.000
s3_w8_base.mp4,s3,w8,एक,base,50,25.00,2.000
s3_w9_base.mp4,s3,w9,शूरवीर,base,50,25.00,2.000
s3_w10_base.mp4,s3,w10,आणि,base,50,25.00,2.000
s3_w11_base.mp4,s3,w11,महान,base,50,25.00,2.000
s3_w12_base.mp4,s3,w12,राजे,base,50,25.00,2.000
s3_w13_base.mp4,s3,w13,होते,base,50,25.00,2.000
s3_w14_base.mp4,s3,w14,त्यांनी,base,50,25.00,2.000
s3_w15_base.mp4,s3,w15,रयतेचे,base,50,25.00,2.000
s3_w16_base.mp4,s3,w16,राज्य,base,50,25.00,2.000
s3_w17_base.mp4,s3,w17,म्हणजेच,base,50,25.00,2.000
s3_w18_base.mp4,s3,w18,स्वराज्य,base,50,25.00,2.000
s3_w19_base.mp4,s3,w19,स्थापन,base,50,25.00,2.000
s3_w20_base.mp4,s3,w20,केले,base,50,25.00,2.000
s3_w1_darken.mp4,s3,w1,छत्रपती,darken,50,25.00,2.000
s3_w2_darken.mp4,s3,w2,शिवाजी,darken,50,25.00,2.000
s3_w3_darken.mp4,s3,w3,महाराज,darken,50,25.00,2.000
s3_w4_darken.mp4,s3,w4,हे,darken,50,25.00,2.000
s3_w5_darken.mp4,s3,w5,महाराष्ट्राच्या,darken,50,25.00,2.000
s3_w6_darken.mp4,s3,w6,मातीमध्ये,darken,50,25.00,2.000
s3_w7_darken.mp4,s3,w7,जन्मलेले,darken,50,25.00,2.000
s3_w8_darken.mp4,s3,w8,एक,darken,50,25.00,2.000
s3_w9_darken.mp4,s3,w9,शूरवीर,darken,50,25.00,2.000
s3_w10_darken.mp4,s3,w10,आणि,darken,50,25.00,2.000
s3_w11_darken.mp4,s3,w11,महान,darken,50,25.00,2.000
s3_w12_darken.mp4,s3,w12,राजे,darken,50,25.00,2.000
s3_w13_darken.mp4,s3,w13,होते,darken,50,25.00,2.000
s3_w14_darken.mp4,s3,w14,त्यांनी,darken,50,25.00,2.000
s3_w15_darken.mp4,s3,w15,रयतेचे,darken,50,25.00,2.000
s3_w16_darken.mp4,s3,w16,राज्य,darken,50,25.00,2.000
s3_w17_darken.mp4,s3,w17,म्हणजेच,darken,50,25.00,2.000
s3_w18_darken.mp4,s3,w18,स्वराज्य,darken,50,25.00,2.000
s3_w19_darken.mp4,s3,w19,स्थापन,darken,50,25.00,2.000
s3_w20_darken.mp4,s3,w20,केले,darken,50,25.00,2.000
s3_w1_lighten.mp4,s3,w1,छत्रपती,lighten,50,25.00,2.000
s3_w2_lighten.mp4,s3,w2,शिवाजी,lighten,50,25.00,2.000
s3_w3_lighten.mp4,s3,w3,महाराज,lighten,50,25.00,2.000
s3_w4_lighten.mp4,s3,w4,हे,lighten,50,25.00,2.000
s3_w5_lighten.mp4,s3,w5,महाराष्ट्राच्या,lighten,50,25.00,2.000
s3_w6_lighten.mp4,s3,w6,मातीमध्ये,lighten,50,25.00,2.000
s3_w7_lighten.mp4,s3,w7,जन्मलेले,lighten,50,25.00,2.000
s3_w8_lighten.mp4,s3,w8,एक,lighten,50,25.00,2.000
s3_w9_lighten.mp4,s3,w9,शूरवीर,lighten,50,25.00,2.000
s3_w10_lighten.mp4,s3,w10,आणि,lighten,50,25.00,2.000
s3_w11_lighten.mp4,s3,w11,महान,lighten,50,25.00,2.000
s3_w12_lighten.mp4,s3,w12,राजे,lighten,50,25.00,2.000
s3_w13_lighten.mp4,s3,w13,होते,lighten,50,25.00,2.000
s3_w14_lighten.mp4,s3,w14,त्यांनी,lighten,50,25.00,2.000
s3_w15_lighten.mp4,s3,w15,रयतेचे,lighten,50,25.00,2.000
s3_w16_lighten.mp4,s3,w16,राज्य,lighten,50,25.00,2.000
s3_w17_lighten.mp4,s3,w17,म्हणजेच,lighten,50,25.00,2.000
s3_w18_lighten.mp4,s3,w18,स्वराज्य,lighten,50,25.00,2.000
s3_w19_lighten.mp4,s3,w19,स्थापन,lighten,50,25.00,2.000
s3_w20_lighten.mp4,s3,w20,केले,lighten,50,25.00,2.000
s4_w1_base.mp4,s4,w1,छत्रपती,base,50,25.00,2.000
s4_w2_base.mp4,s4,w2,शिवाजी,base,50,25.00,2.000
s4_w3_base.mp4,s4,w3,महाराज,base,50,25.00,2.000
s4_w4_base.mp4,s4,w4,हे,base,50,25.00,2.000
s4_w5_base.mp4,s4,w5,महाराष्ट्राच्या,base,50,25.00,2.000
s4_w6_base.mp4,s4,w6,मातीमध्ये,base,50,25.00,2.000
s4_w7_base.mp4,s4,w7,जन्मलेले,base,50,25.00,2.000
s4_w8_base.mp4,s4,w8,एक,base,50,25.00,2.000
s4_w9_base.mp4,s4,w9,शूरवीर,base,50,25.00,2.000
s4_w10_base.mp4,s4,w10,आणि,base,50,25.00,2.000
s4_w11_base.mp4,s4,w11,महान,base,50,25.00,2.000
s4_w12_base.mp4,s4,w12,राजे,base,50,25.00,2.000
s4_w13_base.mp4,s4,w13,होते,base,50,25.00,2.000
s4_w14_base.mp4,s4,w14,त्यांनी,base,50,25.00,2.000
s4_w15_base.mp4,s4,w15,रयतेचे,base,50,25.00,2.000
s4_w16_base.mp4,s4,w16,राज्य,base,50,25.00,2.000
s4_w17_base.mp4,s4,w17,म्हणजेच,base,50,25.00,2.000
s4_w18_base.mp4,s4,w18,स्वराज्य,base,50,25.00,2.000
s4_w19_base.mp4,s4,w19,स्थापन,base,50,25.00,2.000
s4_w20_base.mp4,s4,w20,केले,base,50,25.00,2.000
s4_w1_darken.mp4,s4,w1,छत्रपती,darken,50,25.00,2.000
s4_w2_darken.mp4,s4,w2,शिवाजी,darken,50,25.00,2.000
s4_w3_darken.mp4,s4,w3,महाराज,darken,50,25.00,2.000
s4_w4_darken.mp4,s4,w4,हे,darken,50,25.00,2.000
s4_w5_darken.mp4,s4,w5,महाराष्ट्राच्या,darken,50,25.00,2.000
s4_w6_darken.mp4,s4,w6,मातीमध्ये,darken,50,25.00,2.000
s4_w7_darken.mp4,s4,w7,जन्मलेले,darken,50,25.00,2.000
s4_w8_darken.mp4,s4,w8,एक,darken,50,25.00,2.000
s4_w9_darken.mp4,s4,w9,शूरवीर,darken,50,25.00,2.000
s4_w10_darken.mp4,s4,w10,आणि,darken,50,25.00,2.000
s4_w11_darken.mp4,s4,w11,महान,darken,50,25.00,2.000
s4_w12_darken.mp4,s4,w12,राजे,darken,50,25.00,2.000
s4_w13_darken.mp4,s4,w13,होते,darken,50,25.00,2.000
s4_w14_darken.mp4,s4,w14,त्यांनी,darken,50,25.00,2.000
s4_w15_darken.mp4,s4,w15,रयतेचे,darken,50,25.00,2.000
s4_w16_darken.mp4,s4,w16,राज्य,darken,50,25.00,2.000
s4_w17_darken.mp4,s4,w17,म्हणजेच,darken,50,25.00,2.000
s4_w18_darken.mp4,s4,w18,स्वराज्य,darken,50,25.00,2.000
s4_w19_darken.mp4,s4,w19,स्थापन,darken,50,25.00,2.000
s4_w20_darken.mp4,s4,w20,केले,darken,50,25.00,2.000
s4_w1_lighten.mp4,s4,w1,छत्रपती,lighten,50,25.00,2.000
s4_w2_lighten.mp4,s4,w2,शिवाजी,lighten,50,25.00,2.000
s4_w3_lighten.mp4,s4,w3,महाराज,lighten,50,25.00,2.000
s4_w4_lighten.mp4,s4,w4,हे,lighten,50,25.00,2.000
s4_w5_lighten.mp4,s4,w5,महाराष्ट्राच्या,lighten,50,25.00,2.000
s4_w6_lighten.mp4,s4,w6,मातीमध्ये,lighten,50,25.00,2.000
s4_w7_lighten.mp4,s4,w7,जन्मलेले,lighten,50,25.00,2.000
s4_w8_lighten.mp4,s4,w8,एक,lighten,50,25.00,2.000
s4_w9_lighten.mp4,s4,w9,शूरवीर,lighten,50,25.00,2.000
s4_w10_lighten.mp4,s4,w10,आणि,lighten,50,25.00,2.000
s4_w11_lighten.mp4,s4,w11,महान,lighten,50,25.00,2.000
s4_w12_lighten.mp4,s4,w12,राजे,lighten,50,25.00,2.000
s4_w13_lighten.mp4,s4,w13,होते,lighten,50,25.00,2.000
s4_w14_lighten.mp4,s4,w14,त्यांनी,lighten,50,25.00,2.000
s4_w15_lighten.mp4,s4,w15,रयतेचे,lighten,50,25.00,2.000
s4_w16_lighten.mp4,s4,w16,राज्य,lighten,50,25.00,2.000
s4_w17_lighten.mp4,s4,w17,म्हणजेच,lighten,50,25.00,2.000
s4_w18_lighten.mp4,s4,w18,स्वराज्य,lighten,50,25.00,2.000
s4_w19_lighten.mp4,s4,w19,स्थापन,lighten,50,25.00,2.000
s4_w20_lighten.mp4,s4,w20,केले,lighten,50,25.00,2.000
s5_w1_base.mp4,s5,w1,छत्रपती,base,50,25.00,2.000
s5_w2_base.mp4,s5,w2,शिवाजी,base,50,25.00,2.000
s5_w3_base.mp4,s5,w3,महाराज,base,50,25.00,2.000
s5_w4_base.mp4,s5,w4,हे,base,50,25.00,2.000
s5_w5_base.mp4,s5,w5,महाराष्ट्राच्या,base,50,25.00,2.000
s5_w6_base.mp4,s5,w6,मातीमध्ये,base,50,25.00,2.000
s5_w7_base.mp4,s5,w7,जन्मलेले,base,50,25.00,2.000
s5_w8_base.mp4,s5,w8,एक,base,50,25.00,2.000
s5_w9_base.mp4,s5,w9,शूरवीर,base,50,25.00,2.000
s5_w10_base.mp4,s5,w10,आणि,base,50,25.00,2.000
s5_w11_base.mp4,s5,w11,महान,base,50,25.00,2.000
s5_w12_base.mp4,s5,w12,राजे,base,50,25.00,2.000
s5_w13_base.mp4,s5,w13,होते,base,50,25.00,2.000
s5_w14_base.mp4,s5,w14,त्यांनी,base,50,25.00,2.000
s5_w15_base.mp4,s5,w15,रयतेचे,base,50,25.00,2.000
s5_w16_base.mp4,s5,w16,राज्य,base,50,25.00,2.000
s5_w17_base.mp4,s5,w17,म्हणजेच,base,50,25.00,2.000
s5_w18_base.mp4,s5,w18,स्वराज्य,base,50,25.00,2.000
s5_w19_base.mp4,s5,w19,स्थापन,base,50,25.00,2.000
s5_w20_base.mp4,s5,w20,केले,base,50,25.00,2.000
s5_w1_darken.mp4,s5,w1,छत्रपती,darken,50,25.00,2.000
s5_w2_darken.mp4,s5,w2,शिवाजी,darken,50,25.00,2.000
s5_w3_darken.mp4,s5,w3,महाराज,darken,50,25.00,2.000
s5_w4_darken.mp4,s5,w4,हे,darken,50,25.00,2.000
s5_w5_darken.mp4,s5,w5,महाराष्ट्राच्या,darken,50,25.00,2.000
s5_w6_darken.mp4,s5,w6,मातीमध्ये,darken,50,25.00,2.000
s5_w7_darken.mp4,s5,w7,जन्मलेले,darken,50,25.00,2.000
s5_w8_darken.mp4,s5,w8,एक,darken,50,25.00,2.000
s5_w9_darken.mp4,s5,w9,शूरवीर,darken,50,25.00,2.000
s5_w10_darken.mp4,s5,w10,आणि,darken,50,25.00,2.000
s5_w11_darken.mp4,s5,w11,महान,darken,50,25.00,2.000
s5_w12_darken.mp4,s5,w12,राजे,darken,50,25.00,2.000
s5_w13_darken.mp4,s5,w13,होते,darken,50,25.00,2.000
s5_w14_darken.mp4,s5,w14,त्यांनी,darken,50,25.00,2.000
s5_w15_darken.mp4,s5,w15,रयतेचे,darken,50,25.00,2.000
s5_w16_darken.mp4,s5,w16,राज्य,darken,50,25.00,2.000
s5_w17_darken.mp4,s5,w17,म्हणजेच,darken,50,25.00,2.000
s5_w18_darken.mp4,s5,w18,स्वराज्य,darken,50,25.00,2.000
s5_w19_darken.mp4,s5,w19,स्थापन,darken,50,25.00,2.000
s5_w20_darken.mp4,s5,w20,केले,darken,50,25.00,2.000
s5_w1_lighten.mp4,s5,w1,छत्रपती,lighten,50,25.00,2.000
s5_w2_lighten.mp4,s5,w2,शिवाजी,lighten,50,25.00,2.000
s5_w3_lighten.mp4,s5,w3,महाराज,lighten,50,25.00,2.000
s5_w4_lighten.mp4,s5,w4,हे,lighten,50,25.00,2.000
s5_w5_lighten.mp4,s5,w5,महाराष्ट्राच्या,lighten,50,25.00,2.000
s5_w6_lighten.mp4,s5,w6,मातीमध्ये,lighten,50,25.00,2.000
s5_w7_lighten.mp4,s5,w7,जन्मलेले,lighten,50,25.00,2.000
s5_w8_lighten.mp4,s5,w8,एक,lighten,50,25.00,2.000
s5_w9_lighten.mp4,s5,w9,शूरवीर,lighten,50,25.00,2.000
s5_w10_lighten.mp4,s5,w10,आणि,lighten,50,25.00,2.000
s5_w11_lighten.mp4,s5,w11,महान,lighten,50,25.00,2.000
s5_w12_lighten.mp4,s5,w12,राजे,lighten,50,25.00,2.000
s5_w13_lighten.mp4,s5,w13,होते,lighten,50,25.00,2.000
s5_w14_lighten.mp4,s5,w14,त्यांनी,lighten,50,25.00,2.000
s5_w15_lighten.mp4,s5,w15,रयतेचे,lighten,50,25.00,2.000
s5_w16_lighten.mp4,s5,w16,राज्य,lighten,50,25.00,2.000
s5_w17_lighten.mp4,s5,w17,म्हणजेच,lighten,50,25.00,2.000
s5_w18_lighten.mp4,s5,w18,स्वराज्य,lighten,50,25.00,2.000
s5_w19_lighten.mp4,s5,w19,स्थापन,lighten,50,25.00,2.000
s5_w20_lighten.mp4,s5,w20,केले,lighten,50,25.00,2.000
s6_w1_base.mp4,s6,w1,छत्रपती,base,50,25.00,2.000
s6_w2_base.mp4,s6,w2,शिवाजी,base,50,25.00,2.000
s6_w3_base.mp4,s6,w3,महाराज,base,50,25.00,2.000
s6_w4_base.mp4,s6,w4,हे,base,50,25.00,2.000
s6_w5_base.mp4,s6,w5,महाराष्ट्राच्या,base,50,25.00,2.000
s6_w6_base.mp4,s6,w6,मातीमध्ये,base,50,25.00,2.000
s6_w7_base.mp4,s6,w7,जन्मलेले,base,50,25.00,2.000
s6_w8_base.mp4,s6,w8,एक,base,50,25.00,2.000
s6_w9_base.mp4,s6,w9,शूरवीर,base,50,25.00,2.000
s6_w10_base.mp4,s6,w10,आणि,base,50,25.00,2.000
s6_w11_base.mp4,s6,w11,महान,base,50,25.00,2.000
s6_w12_base.mp4,s6,w12,राजे,base,50,25.00,2.000
s6_w13_base.mp4,s6,w13,होते,base,50,25.00,2.000
s6_w14_base.mp4,s6,w14,त्यांनी,base,50,25.00,2.000
s6_w15_base.mp4,s6,w15,रयतेचे,base,50,25.00,2.000
s6_w16_base.mp4,s6,w16,राज्य,base,50,25.00,2.000
s6_w17_base.mp4,s6,w17,म्हणजेच,base,50,25.00,2.000
s6_w18_base.mp4,s6,w18,स्वराज्य,base,50,25.00,2.000
s6_w19_base.mp4,s6,w19,स्थापन,base,50,25.00,2.000
s6_w20_base.mp4,s6,w20,केले,base,50,25.00,2.000
s6_w1_darken.mp4,s6,w1,छत्रपती,darken,50,25.00,2.000
s6_w2_darken.mp4,s6,w2,शिवाजी,darken,50,25.00,2.000
s6_w3_darken.mp4,s6,w3,महाराज,darken,50,25.00,2.000
s6_w4_darken.mp4,s6,w4,हे,darken,50,25.00,2.000
s6_w5_darken.mp4,s6,w5,महाराष्ट्राच्या,darken,50,25.00,2.000
s6_w6_darken.mp4,s6,w6,मातीमध्ये,darken,50,25.00,2.000
s6_w7_darken.mp4,s6,w7,जन्मलेले,darken,50,25.00,2.000
s6_w8_darken.mp4,s6,w8,एक,darken,50,25.00,2.000
s6_w9_darken.mp4,s6,w9,शूरवीर,darken,50,25.00,2.000
s6_w10_darken.mp4,s6,w10,आणि,darken,50,25.00,2.000
s6_w11_darken.mp4,s6,w11,महान,darken,50,25.00,2.000
s6_w12_darken.mp4,s6,w12,राजे,darken,50,25.00,2.000
s6_w13_darken.mp4,s6,w13,होते,darken,50,25.00,2.000
s6_w14_darken.mp4,s6,w14,त्यांनी,darken,50,25.00,2.000
s6_w15_darken.mp4,s6,w15,रयतेचे,darken,50,25.00,2.000
s6_w16_darken.mp4,s6,w16,राज्य,darken,50,25.00,2.000
s6_w17_darken.mp4,s6,w17,म्हणजेच,darken,50,25.00,2.000
s6_w18_darken.mp4,s6,w18,स्वराज्य,darken,50,25.00,2.000
s6_w19_darken.mp4,s6,w19,स्थापन,darken,50,25.00,2.000
s6_w20_darken.mp4,s6,w20,केले,darken,50,25.00,2.000
s6_w1_lighten.mp4,s6,w1,छत्रपती,lighten,50,25.00,2.000
s6_w2_lighten.mp4,s6,w2,शिवाजी,lighten,50,25.00,2.000
s6_w3_lighten.mp4,s6,w3,महाराज,lighten,50,25.00,2.000
s6_w4_lighten.mp4,s6,w4,हे,lighten,50,25.00,2.000
s6_w5_lighten.mp4,s6,w5,महाराष्ट्राच्या,lighten,50,25.00,2.000
s6_w6_lighten.mp4,s6,w6,मातीमध्ये,lighten,50,25.00,2.000
s6_w7_lighten.mp4,s6,w7,जन्मलेले,lighten,50,25.00,2.000
s6_w8_lighten.mp4,s6,w8,एक,lighten,50,25.00,2.000
s6_w9_lighten.mp4,s6,w9,शूरवीर,lighten,50,25.00,2.000
s6_w10_lighten.mp4,s6,w10,आणि,lighten,50,25.00,2.000
s6_w11_lighten.mp4,s6,w11,महान,lighten,50,25.00,2.000
s6_w12_lighten.mp4,s6,w12,राजे,lighten,50,25.00,2.000
s6_w13_lighten.mp4,s6,w13,होते,lighten,50,25.00,2.000
s6_w14_lighten.mp4,s6,w14,त्यांनी,lighten,50,25.00,2.000
s6_w15_lighten.mp4,s6,w15,रयतेचे,lighten,50,25.00,2.000
s6_w16_lighten.mp4,s6,w16,राज्य,lighten,50,25.00,2.000
s6_w17_lighten.mp4,s6,w17,म्हणजेच,lighten,50,25.00,2.000
s6_w18_lighten.mp4,s6,w18,स्वराज्य,lighten,50,25.00,2.000
s6_w19_lighten.mp4,s6,w19,स्थापन,lighten,50,25.00,2.000
s6_w20_lighten.mp4,s6,w20,केले,lighten,50,25.00,2.000
s7_w1_base.mp4,s7,w1,छत्रपती,base,50,25.00,2.000
s7_w2_base.mp4,s7,w2,शिवाजी,base,50,25.00,2.000
s7_w3_base.mp4,s7,w3,महाराज,base,50,25.00,2.000
s7_w4_base.mp4,s7,w4,हे,base,50,25.00,2.000
s7_w5_base.mp4,s7,w5,महाराष्ट्राच्या,base,50,25.00,2.000
s7_w6_base.mp4,s7,w6,मातीमध्ये,base,50,25.00,2.000
